,Author,Document title,Abstract,Year,Original scale name,Category,Item content,tokens,tokens_nouns,tokens_nouns__unique_list,tokens_nouns__unique,qwen_embeddings,qwen_embeddings_raw,group,cluster,dim1,dim2
749,"Moore, Anna;Stathi, Sofia",The impact of feminist stereotypes and sexual identity on feminist self-identification and collective action.,"The present study sought to examine the role of sexual identity and exposure to stereotypes of feminism on women’s self-identification as a feminist, endorsement of feminist attitudes, and intention to engage in collective action. Participants (N = 312; all women) disclosed their sexual identity as either heterosexual or non-heterosexual (sexual minority) and were randomly assigned to one of three conditions: exposure to positive stereotypes of feminists, to negative stereotypes of feminists, control condition (no exposure to stereotypes). Results showed stark differences between heterosexual and sexual minority women, with sexual minority women scoring significantly higher on self-identification as feminist, feminist attitudes, and collective action intentions. Exposure to positive stereotypes of feminists increased feminist self-identification regardless of sexual identity. Exposure to negative stereotypes reduced self-identification with feminism, and lower identification mediated the path between negative stereotyping and collective action. Implications of these findings for the advancement of women’s rights movements are discussed. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",2020,liberal feminist attitude and ideology scale (LFAIS),feminism,many women in the work force are taking jobs away from men who need the jobs more (r),"['many', 'woman', 'work', 'force', 'take', 'job', 'away', 'man', 'need', 'job', 'r']","['many', 'woman', 'work', 'force', 'job', 'man', 'job', 'r']","['r', 'many', 'woman', 'work', 'force', 'job', 'man']",r many woman work force job man,"[ 1.44916987  2.88541961  0.56983006 ... -0.81071043 -0.05797108
 -2.3464663 ]","[ 1.07409596  4.25737047 -1.2484225  ...  1.62096202 -0.74994987
  0.31750017]",0.0,5,31.011494,41.967293
750,"Moore, Anna;Stathi, Sofia",The impact of feminist stereotypes and sexual identity on feminist self-identification and collective action.,"The present study sought to examine the role of sexual identity and exposure to stereotypes of feminism on women’s self-identification as a feminist, endorsement of feminist attitudes, and intention to engage in collective action. Participants (N = 312; all women) disclosed their sexual identity as either heterosexual or non-heterosexual (sexual minority) and were randomly assigned to one of three conditions: exposure to positive stereotypes of feminists, to negative stereotypes of feminists, control condition (no exposure to stereotypes). Results showed stark differences between heterosexual and sexual minority women, with sexual minority women scoring significantly higher on self-identification as feminist, feminist attitudes, and collective action intentions. Exposure to positive stereotypes of feminists increased feminist self-identification regardless of sexual identity. Exposure to negative stereotypes reduced self-identification with feminism, and lower identification mediated the path between negative stereotyping and collective action. Implications of these findings for the advancement of women’s rights movements are discussed. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",2020,liberal feminist attitude and ideology scale (LFAIS),feminism,"women can best overcome discrimination by doing the best that they can at their jobs, not by wasting time with political activity (r)","['woman', 'well', 'overcome', 'discrimination', 'good', 'job', 'waste', 'time', 'political', 'activity', 'r']","['woman', 'discrimination', 'good', 'job', 'time', 'political', 'activity', 'r']","['r', 'woman', 'discrimination', 'political', 'job', 'good', 'time', 'activity']",r woman discrimination political job good time activity,"[ 2.05613637  1.01498079 -0.99915522 ... -2.74479437  3.40846086
 -0.50683284]",[0.54323131 2.71150208 0.35853419 ... 3.0786593  1.17108452 0.34284574],0.0,5,31.204578,41.323406
751,"Duncan, Lauren E.;Garcia, Randi L.;Teitelman, Ilana",Assessing politicized gender identity: Validating the feminist consciousness scale for men and women.," Current measures of feminist identity are based on developmental models and cannot be used with men. We introduce and validate a new measure of feminist consciousness, the Feminist Consciousness Scale (FCS) which is based on dominant social psychological theories of politicized social identities, and assesses identity, injustice, and efficacy components of feminist consciousness. In three studies, the 8-item, two-factor FCS demonstrated excellent model fit and validity for college women and more age- and ideologically-heterogeneous men and women. We also established measurement invariance between men and women, meaning that the scale can be used with members of both groups. The FCS possesses several advantages over current measures of feminist identity based on developmental models: it is short and easy to use, can be used with both men and women, and is tied to the extensive literature on group consciousness and politicized social identities. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",2021, ,feminism,i feel that I have very little in common with most feminists (r),"['feel', 'little', 'common', 'feminist', 'r']","['little', 'common', 'feminist', 'r']","['feminist', 'common', 'r', 'little']",feminist common r little,"[ 1.42611051  4.21751928 -2.26588368 ...  1.76510429  2.50046444
 -1.12912118]","[ 0.42540747  3.89516163 -2.47260404 ...  1.92235029  0.8603009
  0.64928877]",0.0,5,33.658863,42.140774
752,"Duncan, Lauren E.;Garcia, Randi L.;Teitelman, Ilana",Assessing politicized gender identity: Validating the feminist consciousness scale for men and women.," Current measures of feminist identity are based on developmental models and cannot be used with men. We introduce and validate a new measure of feminist consciousness, the Feminist Consciousness Scale (FCS) which is based on dominant social psychological theories of politicized social identities, and assesses identity, injustice, and efficacy components of feminist consciousness. In three studies, the 8-item, two-factor FCS demonstrated excellent model fit and validity for college women and more age- and ideologically-heterogeneous men and women. We also established measurement invariance between men and women, meaning that the scale can be used with members of both groups. The FCS possesses several advantages over current measures of feminist identity based on developmental models: it is short and easy to use, can be used with both men and women, and is tied to the extensive literature on group consciousness and politicized social identities. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",2021, ,feminism,women have just about the right amount of power and influence in our society as they deserve (r),"['woman', 'right', 'amount', 'power', 'influence', 'society', 'deserve', 'r']","['woman', 'right', 'amount', 'power', 'influence', 'society', 'r']","['society', 'r', 'woman', 'right', 'amount', 'influence', 'power']",society r woman right amount influence power,"[ 1.85651195  0.10937542 -1.78783858 ...  0.38265312 -0.88403022
  1.09766364]","[-0.50568724  1.78131413 -0.03498336 ...  0.14437915  0.2444021
 -0.7167927 ]",0.0,5,32.482414,41.738556
753,"Duncan, Lauren E.;Garcia, Randi L.;Teitelman, Ilana",Assessing politicized gender identity: Validating the feminist consciousness scale for men and women.," Current measures of feminist identity are based on developmental models and cannot be used with men. We introduce and validate a new measure of feminist consciousness, the Feminist Consciousness Scale (FCS) which is based on dominant social psychological theories of politicized social identities, and assesses identity, injustice, and efficacy components of feminist consciousness. In three studies, the 8-item, two-factor FCS demonstrated excellent model fit and validity for college women and more age- and ideologically-heterogeneous men and women. We also established measurement invariance between men and women, meaning that the scale can be used with members of both groups. The FCS possesses several advantages over current measures of feminist identity based on developmental models: it is short and easy to use, can be used with both men and women, and is tied to the extensive literature on group consciousness and politicized social identities. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",2021, ,feminism,feminists do not have as much power and influence in our society as they deserve,"['feminist', 'much', 'power', 'influence', 'society', 'deserve']","['feminist', 'much', 'power', 'influence', 'society']","['feminist', 'society', 'influence', 'much', 'power']",feminist society influence much power,"[ 1.66522825  0.31678703 -0.89272732 ...  1.19539297 -1.62984884
 -0.27298245]","[-2.32054687  0.401499   -2.1778934  ... -0.39684388 -1.52904761
  1.22241986]",0.0,8,-3.703925,8.789055
754,"Duncan, Lauren E.;Garcia, Randi L.;Teitelman, Ilana",Assessing politicized gender identity: Validating the feminist consciousness scale for men and women.," Current measures of feminist identity are based on developmental models and cannot be used with men. We introduce and validate a new measure of feminist consciousness, the Feminist Consciousness Scale (FCS) which is based on dominant social psychological theories of politicized social identities, and assesses identity, injustice, and efficacy components of feminist consciousness. In three studies, the 8-item, two-factor FCS demonstrated excellent model fit and validity for college women and more age- and ideologically-heterogeneous men and women. We also established measurement invariance between men and women, meaning that the scale can be used with members of both groups. The FCS possesses several advantages over current measures of feminist identity based on developmental models: it is short and easy to use, can be used with both men and women, and is tied to the extensive literature on group consciousness and politicized social identities. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",2021, ,feminism,men have more of the top jobs because our society discriminates against women,"['man', 'top', 'job', 'society', 'discriminate', 'woman']","['man', 'top', 'job', 'society', 'woman']","['society', 'top', 'woman', 'job', 'man']",society top woman job man,"[ 3.18967342  3.37454367 -2.17941093 ... -1.05312121  0.16076478
 -1.00601745]",[2.32955217 1.15869141 1.11411381 ... 0.88022643 0.4136627  0.30764225],0.0,4,-47.165226,6.1795936
755,"Duncan, Lauren E.;Garcia, Randi L.;Teitelman, Ilana",Assessing politicized gender identity: Validating the feminist consciousness scale for men and women.," Current measures of feminist identity are based on developmental models and cannot be used with men. We introduce and validate a new measure of feminist consciousness, the Feminist Consciousness Scale (FCS) which is based on dominant social psychological theories of politicized social identities, and assesses identity, injustice, and efficacy components of feminist consciousness. In three studies, the 8-item, two-factor FCS demonstrated excellent model fit and validity for college women and more age- and ideologically-heterogeneous men and women. We also established measurement invariance between men and women, meaning that the scale can be used with members of both groups. The FCS possesses several advantages over current measures of feminist identity based on developmental models: it is short and easy to use, can be used with both men and women, and is tied to the extensive literature on group consciousness and politicized social identities. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",2021, ,feminism,women do not have as much power and influence in our society as they deserve,"['woman', 'much', 'power', 'influence', 'society', 'deserve']","['woman', 'much', 'power', 'influence', 'society']","['society', 'woman', 'influence', 'much', 'power']",society woman influence much power,"[ 1.47371483 -0.08052856 -1.3758657  ...  0.97052568 -1.7614181
 -0.96962857]","[-1.36258495  0.07148281 -1.74555993 ... -0.50074309 -2.32912755
  1.16929615]",0.0,8,-3.5681462,8.778535
756,"Duncan, Lauren E.;Garcia, Randi L.;Teitelman, Ilana",Assessing politicized gender identity: Validating the feminist consciousness scale for men and women.," Current measures of feminist identity are based on developmental models and cannot be used with men. We introduce and validate a new measure of feminist consciousness, the Feminist Consciousness Scale (FCS) which is based on dominant social psychological theories of politicized social identities, and assesses identity, injustice, and efficacy components of feminist consciousness. In three studies, the 8-item, two-factor FCS demonstrated excellent model fit and validity for college women and more age- and ideologically-heterogeneous men and women. We also established measurement invariance between men and women, meaning that the scale can be used with members of both groups. The FCS possesses several advantages over current measures of feminist identity based on developmental models: it is short and easy to use, can be used with both men and women, and is tied to the extensive literature on group consciousness and politicized social identities. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",2021, ,feminism,it is not enough for a woman to be successful herself. Women must all work together to change laws and customs that are unfair to all women,"['enough', 'woman', 'successful', 'woman', 'must', 'work', 'together', 'change', 'law', 'custom', 'unfair', 'woman']","['enough', 'woman', 'successful', 'woman', 'law', 'custom', 'unfair', 'woman']","['custom', 'woman', 'successful', 'law', 'enough', 'unfair']",custom woman successful law enough unfair,"[ 0.0072356   0.43838057  0.67721027 ...  0.62134439 -0.18975957
  1.26114941]","[ 0.4052276   1.16917801  1.52324545 ...  0.97754019 -0.56574118
  2.22583127]",0.0,4,-41.23828,0.036031343
757,"Smith, D. Clayton","Environmentalism, feminism, and gender.","Although social scientists have written much recently about environmentalism, feminism, and gender, insufficient systematic examination of their interrelations has been done. The lack of adequate research on links among these three concepts limits their usefulness for both grassroots mobilization efforts and general theory development. The present exploratory study surveys a college student sample (N=393) clarifying the relationships between liberal environmentalism, gender, and feminism. Relationship between feminism and attitudes toward human use of the environment and between gender and environmental regulation are found suppressed by a relationship between feminism and environmentalism. Although tentative, these findings suggest new directions for the study of ecofeminism. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2001,FEM scale,feminism,"when women are appointed to police forces, they should be given the same duties as men","['woman', 'appoint', 'police', 'force', 'give', 'duty', 'man']","['woman', 'police', 'force', 'duty', 'man']","['woman', 'duty', 'force', 'man', 'police']",woman duty force man police,"[-1.00007832  4.74907923  1.31280279 ... -0.56243032 -0.08059461
 -1.43914127]","[-1.6562084   1.44597292 -0.85893935 ... -0.01836915 -2.58432865
 -0.37719277]",0.0,0,-16.542011,-18.398209
758,"Smith, D. Clayton","Environmentalism, feminism, and gender.","Although social scientists have written much recently about environmentalism, feminism, and gender, insufficient systematic examination of their interrelations has been done. The lack of adequate research on links among these three concepts limits their usefulness for both grassroots mobilization efforts and general theory development. The present exploratory study surveys a college student sample (N=393) clarifying the relationships between liberal environmentalism, gender, and feminism. Relationship between feminism and attitudes toward human use of the environment and between gender and environmental regulation are found suppressed by a relationship between feminism and environmentalism. Although tentative, these findings suggest new directions for the study of ecofeminism. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2001,FEM scale,feminism,"it is all right for women to work, but men should be the basic breadwinners (r)","['right', 'woman', 'work', 'man', 'basic', 'breadwinner', 'r']","['right', 'woman', 'man', 'basic', 'breadwinner', 'r']","['r', 'woman', 'right', 'breadwinner', 'man', 'basic']",r woman right breadwinner man basic,"[ 2.79041791  2.72089696 -0.2391195  ... -0.24728765  1.31043804
  1.64213634]","[ 2.87234569  3.56415582 -1.05613899 ...  1.71460629  0.27133057
  0.31672755]",0.0,5,31.127695,42.686493
759,"Smith, D. Clayton","Environmentalism, feminism, and gender.","Although social scientists have written much recently about environmentalism, feminism, and gender, insufficient systematic examination of their interrelations has been done. The lack of adequate research on links among these three concepts limits their usefulness for both grassroots mobilization efforts and general theory development. The present exploratory study surveys a college student sample (N=393) clarifying the relationships between liberal environmentalism, gender, and feminism. Relationship between feminism and attitudes toward human use of the environment and between gender and environmental regulation are found suppressed by a relationship between feminism and environmentalism. Although tentative, these findings suggest new directions for the study of ecofeminism. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2001,FEM scale,feminism,a woman should not expect to go the same places or have the same freedom of action as a man (r),"['woman', 'expect', 'go', 'place', 'freedom', 'action', 'man', 'r']","['woman', 'place', 'freedom', 'action', 'man', 'r']","['r', 'freedom', 'woman', 'place', 'man', 'action']",r freedom woman place man action,"[ 0.95340896  1.86909997  5.008605   ...  0.15584578 -1.32650983
  1.71460736]","[ 1.71654987  2.67607141  1.45008826 ...  2.29747605 -0.14714897
 -1.81362987]",0.0,5,32.111874,42.61743
760,"Smith, D. Clayton","Environmentalism, feminism, and gender.","Although social scientists have written much recently about environmentalism, feminism, and gender, insufficient systematic examination of their interrelations has been done. The lack of adequate research on links among these three concepts limits their usefulness for both grassroots mobilization efforts and general theory development. The present exploratory study surveys a college student sample (N=393) clarifying the relationships between liberal environmentalism, gender, and feminism. Relationship between feminism and attitudes toward human use of the environment and between gender and environmental regulation are found suppressed by a relationship between feminism and environmentalism. Although tentative, these findings suggest new directions for the study of ecofeminism. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2001,FEM scale,feminism,parental responsibility for the discipline of children should be divided equally between husband and wife,"['parental', 'responsibility', 'discipline', 'child', 'divide', 'equally', 'husband', 'wife']","['parental', 'responsibility', 'discipline', 'child', 'husband', 'wife']","['child', 'husband', 'parental', 'wife', 'discipline', 'responsibility']",child husband parental wife discipline responsibility,"[ 3.77026629  2.05149031  4.01588058 ... -0.9433651   0.07624781
  0.61015117]","[ 0.65187174  3.33204794  0.75313306 ...  0.4236362  -0.67268336
  2.38041806]",0.0,1,13.710716,-46.08118
761,"Smith, D. Clayton","Environmentalism, feminism, and gender.","Although social scientists have written much recently about environmentalism, feminism, and gender, insufficient systematic examination of their interrelations has been done. The lack of adequate research on links among these three concepts limits their usefulness for both grassroots mobilization efforts and general theory development. The present exploratory study surveys a college student sample (N=393) clarifying the relationships between liberal environmentalism, gender, and feminism. Relationship between feminism and attitudes toward human use of the environment and between gender and environmental regulation are found suppressed by a relationship between feminism and environmentalism. Although tentative, these findings suggest new directions for the study of ecofeminism. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2001,FEM scale,feminism,"men should  contribute to housework, but it is primarily a woman’s responsibility (r)","['man', 'contribute', 'housework', 'primarily', 'woman', 'responsibility', 'r']","['man', 'housework', 'woman', 'responsibility', 'r']","['r', 'woman', 'housework', 'man', 'responsibility']",r woman housework man responsibility,"[ 1.94540453  2.93479633 -1.89664841 ...  0.6049394   2.12032843
 -1.62079298]","[ 4.61183739  1.16337502 -1.13611019 ...  0.8800416   1.27110147
 -0.45916295]",0.0,5,30.862093,43.08841
762,"Smith, D. Clayton","Environmentalism, feminism, and gender.","Although social scientists have written much recently about environmentalism, feminism, and gender, insufficient systematic examination of their interrelations has been done. The lack of adequate research on links among these three concepts limits their usefulness for both grassroots mobilization efforts and general theory development. The present exploratory study surveys a college student sample (N=393) clarifying the relationships between liberal environmentalism, gender, and feminism. Relationship between feminism and attitudes toward human use of the environment and between gender and environmental regulation are found suppressed by a relationship between feminism and environmentalism. Although tentative, these findings suggest new directions for the study of ecofeminism. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2001,FEM scale,feminism,women are not capable of holding political offices that involve great responsibility (r),"['woman', 'capable', 'hold', 'political', 'office', 'involve', 'great', 'responsibility', 'r']","['woman', 'capable', 'political', 'office', 'great', 'responsibility', 'r']","['great', 'capable', 'r', 'woman', 'political', 'office', 'responsibility']",great capable r woman political office responsibility,"[ 2.73646951 -0.33416858 -2.68489838 ...  1.33661318  0.07721106
  1.90365863]","[ 2.86915946  3.12312388 -1.2978487  ...  1.74819887  1.04606271
 -0.60113525]",0.0,5,31.758362,41.965508
763,"Webb, P., Childs, S.",Gender politics and conservatism: The view from the british conservative party grassroots,,2012,General Feminism Scale,feminism,government should make sure that women have an equal chance to succeed,"['government', 'make', 'sure', 'woman', 'equal', 'chance', 'succeed']","['government', 'sure', 'woman', 'equal', 'chance']","['sure', 'woman', 'equal', 'chance', 'government']",sure woman equal chance government,"[ 0.40362695  0.11229905  1.37173283 ...  0.58513182 -0.58976662
  1.33755159]","[-0.44634598  0.25333709  1.43461061 ...  0.5099743  -1.8913672
  0.35659453]",0.0,6,3.3095016,-3.833799
764,"Webb, P., Childs, S.",Gender politics and conservatism: The view from the british conservative party grassroots,,2012,General Feminism Scale,feminism,"all in all, family life suffers when the woman has a full-time job","['family', 'life', 'suffer', 'woman', 'full', 'time', 'job']","['family', 'life', 'woman', 'full', 'time', 'job']","['woman', 'family', 'full', 'job', 'time', 'life']",woman family full job time life,"[ 4.13816214  1.78794348 -0.50477427 ...  0.30119848 -0.6220789
  0.58627635]","[ 1.7459414   0.50028747 -1.54876995 ... -1.2762605   0.72877175
  0.76578116]",0.0,1,18.603722,-19.106745
765,"Webb, P., Childs, S.",Gender politics and conservatism: The view from the british conservative party grassroots,,2012,General Feminism Scale,feminism,being a housewife is just as fulfilling as working for pay,"['housewife', 'fulfil', 'work', 'pay']","['housewife', 'pay']","['housewife', 'pay']",housewife pay,"[ 3.38107824  1.6775713   1.57733154 ... -2.73214221 -0.67531502
  1.63418186]","[ 3.23682547 -0.38300511 -0.03338412 ... -3.69640994 -1.48298347
  0.35121974]",0.0,6,10.091709,-13.60046
766,"Webb, P., Childs, S.",Gender politics and conservatism: The view from the british conservative party grassroots,,2012,General Feminism Scale,feminism,a husband's job is to earn money; a wife's job is to look after the home and family,"['husband', 'job', 'earn', 'money', 'wife', 'job', 'look', 'home', 'family']","['husband', 'job', 'money', 'wife', 'job', 'home', 'family']","['husband', 'family', 'job', 'money', 'home', 'wife']",husband family job money home wife,"[ 1.76205766  1.92041194  1.47314632 ... -0.94266164  0.58920348
  1.80459237]","[ 3.68255639 -0.28559211  0.05436527 ... -0.32531679 -1.10881782
  0.66128373]",0.0,10,-7.0894046,-44.49894
767,"Girerd, Lola;Bonnot, Virginie",Neoliberalism: An ideological barrier to feminist identification and collective action.,"Even though gender inequality is ubiquitous, not all women get involved in remedial collective action. We hypothesize that neoliberal ideology, which emphasizes individual responsibility, free choice, competition, and meritocracy, undermines womenâ€™s feminist identification and collective action. In the first experimental study (n = 159), and consistent with the hypotheses, women primed with meritocracy identified less as feminists, perceived remedial collective action as being less important, and were less likely to ask for information regarding these actions in comparison with women who were not primed with meritocracy. Importantly, feminist identification mediated the effect of meritocracy priming on both perceived importance of collective action and the choice to be exposed to information about feminist collective action. A second correlational study (n = 232), relying on a multi-dimensional measure of neoliberal ideology and a behavioral measure of collective action, revealed that, as hypothesized, endorsing neoliberal beliefs was related to more gender system justification, less feminist identification, and less collective action in favor of women (i.e., sending a message to their elected member of parliament asking them to denounce sexist advertisements). The mediation models of Study 1 were supported in Study 2. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",2020,identification scale,feminism,"overall, being feminist is unimportant to my sense of what kind of a person i am","['overall', 'feminist', 'unimportant', 'sense', 'kind', 'person']","['overall', 'feminist', 'unimportant', 'sense', 'kind', 'person']","['feminist', 'person', 'kind', 'sense', 'overall', 'unimportant']",feminist person kind sense overall unimportant,"[ 0.91525865  1.47970164 -0.28224668 ... -2.21967125  0.3399331
  1.55457067]",[0.98424989 1.69331253 1.08048284 ... 0.42775142 0.33506188 1.86234641],0.0,7,13.350007,28.867994
768,"Girerd, Lola;Bonnot, Virginie",Neoliberalism: An ideological barrier to feminist identification and collective action.,"Even though gender inequality is ubiquitous, not all women get involved in remedial collective action. We hypothesize that neoliberal ideology, which emphasizes individual responsibility, free choice, competition, and meritocracy, undermines womenâ€™s feminist identification and collective action. In the first experimental study (n = 159), and consistent with the hypotheses, women primed with meritocracy identified less as feminists, perceived remedial collective action as being less important, and were less likely to ask for information regarding these actions in comparison with women who were not primed with meritocracy. Importantly, feminist identification mediated the effect of meritocracy priming on both perceived importance of collective action and the choice to be exposed to information about feminist collective action. A second correlational study (n = 232), relying on a multi-dimensional measure of neoliberal ideology and a behavioral measure of collective action, revealed that, as hypothesized, endorsing neoliberal beliefs was related to more gender system justification, less feminist identification, and less collective action in favor of women (i.e., sending a message to their elected member of parliament asking them to denounce sexist advertisements). The mediation models of Study 1 were supported in Study 2. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",2020,identification scale,feminism,being feminist is an important refection of who i am,"['feminist', 'important', 'refection']","['feminist', 'important', 'refection']","['important', 'feminist', 'refection']",important feminist refection,"[-0.15131605  2.81390929  1.24313653 ... -0.24754731 -1.01413858
  0.07144452]","[ 2.19685292  2.31281924  1.9576304  ...  0.07756236 -0.15452328
  1.33247697]",0.0,7,13.427715,28.194155
769,"Girerd, Lola;Bonnot, Virginie",Neoliberalism: An ideological barrier to feminist identification and collective action.,"Even though gender inequality is ubiquitous, not all women get involved in remedial collective action. We hypothesize that neoliberal ideology, which emphasizes individual responsibility, free choice, competition, and meritocracy, undermines womenâ€™s feminist identification and collective action. In the first experimental study (n = 159), and consistent with the hypotheses, women primed with meritocracy identified less as feminists, perceived remedial collective action as being less important, and were less likely to ask for information regarding these actions in comparison with women who were not primed with meritocracy. Importantly, feminist identification mediated the effect of meritocracy priming on both perceived importance of collective action and the choice to be exposed to information about feminist collective action. A second correlational study (n = 232), relying on a multi-dimensional measure of neoliberal ideology and a behavioral measure of collective action, revealed that, as hypothesized, endorsing neoliberal beliefs was related to more gender system justification, less feminist identification, and less collective action in favor of women (i.e., sending a message to their elected member of parliament asking them to denounce sexist advertisements). The mediation models of Study 1 were supported in Study 2. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",2020,identification scale,feminism,"generally speaking, being a feminist is an important part of my self-image","['generally', 'speak', 'feminist', 'important', 'part', 'self', 'image']","['feminist', 'important', 'part', 'self', 'image']","['feminist', 'important', 'self', 'image', 'part']",feminist important self image part,"[ 4.170259    0.1704012   2.48837566 ...  0.28446493 -0.21136497
  3.57874179]","[ 1.81227458  0.13922521  2.35644746 ... -0.33417618  0.73455119
  1.37570786]",0.0,7,15.524748,31.201206
770,"Girerd, Lola;Bonnot, Virginie",Neoliberalism: An ideological barrier to feminist identification and collective action.,"Even though gender inequality is ubiquitous, not all women get involved in remedial collective action. We hypothesize that neoliberal ideology, which emphasizes individual responsibility, free choice, competition, and meritocracy, undermines womenâ€™s feminist identification and collective action. In the first experimental study (n = 159), and consistent with the hypotheses, women primed with meritocracy identified less as feminists, perceived remedial collective action as being less important, and were less likely to ask for information regarding these actions in comparison with women who were not primed with meritocracy. Importantly, feminist identification mediated the effect of meritocracy priming on both perceived importance of collective action and the choice to be exposed to information about feminist collective action. A second correlational study (n = 232), relying on a multi-dimensional measure of neoliberal ideology and a behavioral measure of collective action, revealed that, as hypothesized, endorsing neoliberal beliefs was related to more gender system justification, less feminist identification, and less collective action in favor of women (i.e., sending a message to their elected member of parliament asking them to denounce sexist advertisements). The mediation models of Study 1 were supported in Study 2. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",2020,feminist attitudes,feminism,women should have the right to make their own decisions concerning their body,"['woman', 'right', 'make', 'decision', 'concern', 'body']","['woman', 'right', 'decision', 'body']","['woman', 'body', 'right', 'decision']",woman body right decision,"[ 2.66115618  1.01297128  0.97752678 ... -0.5738076  -1.11945045
  2.91529226]","[ 5.26555777 -0.29143769  2.7022543  ...  0.58552897 -2.05770588
  2.22042799]",0.0,8,-9.227393,-17.483418
771,"Williams, Jean Calterone;Jovanovic, Jasna",Third wave feminism and emerging adult sexuality: Friends with benefits relationships.,"Using U.S. third wave feminism as the cultural backdrop, this study examines emerging adultsâ€™ participation in heterosexual â€œfriends with benefitsâ€ (FWB) relationships. We investigate both the role of gender and feminism in FWB relationships at a United States college, and ask whether identification with feminist ideology impacts studentsâ€™ motivations and assessments of their relationships. Through the use of an anonymous survey, our research explores whether and how young women and men engage in FWB relationships, the degree to which they find such relationships fulfilling, and the presence of social stigma or acceptance related to this sexual behavior. While we find some gender differences in motives for and satisfaction with FWB relationships, we also suggest that the association between sexual agency and participation in a friends with benefits relationship is complicated and requires further research and exploration. (PsycInfo Database Record (c) 2020 APA, all rights reserved)",2015,feminist identity development scale (FIDS),feminism,i am concerned about widespread acceptance of violence against women in our society,"['concerned', 'widespread', 'acceptance', 'violence', 'woman', 'society']","['concerned', 'widespread', 'acceptance', 'violence', 'woman', 'society']","['society', 'widespread', 'concerned', 'woman', 'violence', 'acceptance']",society widespread concerned woman violence acceptance,"[ 1.01035333 -0.07453156 -1.39529443 ...  0.54241192 -0.54658604
  0.5176158 ]","[ 1.6841042   0.06570711 -0.74889636 ...  0.9037019  -0.73750526
 -0.48067132]",0.0,9,-8.6020565,30.28522
772,"Williams, Jean Calterone;Jovanovic, Jasna",Third wave feminism and emerging adult sexuality: Friends with benefits relationships.,"Using U.S. third wave feminism as the cultural backdrop, this study examines emerging adultsâ€™ participation in heterosexual â€œfriends with benefitsâ€ (FWB) relationships. We investigate both the role of gender and feminism in FWB relationships at a United States college, and ask whether identification with feminist ideology impacts studentsâ€™ motivations and assessments of their relationships. Through the use of an anonymous survey, our research explores whether and how young women and men engage in FWB relationships, the degree to which they find such relationships fulfilling, and the presence of social stigma or acceptance related to this sexual behavior. While we find some gender differences in motives for and satisfaction with FWB relationships, we also suggest that the association between sexual agency and participation in a friends with benefits relationship is complicated and requires further research and exploration. (PsycInfo Database Record (c) 2020 APA, all rights reserved)",2015,feminist identity development scale (FIDS),feminism,women are never at fault when they are sexually assaulted,"['woman', 'never', 'fault', 'sexually', 'assault']","['woman', 'fault']","['woman', 'fault']",woman fault,"[ 3.00820279  0.3125563   0.17185496 ...  0.46162507 -0.37363848
  1.60530901]","[ 0.1343374   1.42444158  1.37015867 ...  2.61348748 -1.47891688
 -1.75654888]",0.0,11,47.46013,-4.4931636
773,"Williams, Jean Calterone;Jovanovic, Jasna",Third wave feminism and emerging adult sexuality: Friends with benefits relationships.,"Using U.S. third wave feminism as the cultural backdrop, this study examines emerging adultsâ€™ participation in heterosexual â€œfriends with benefitsâ€ (FWB) relationships. We investigate both the role of gender and feminism in FWB relationships at a United States college, and ask whether identification with feminist ideology impacts studentsâ€™ motivations and assessments of their relationships. Through the use of an anonymous survey, our research explores whether and how young women and men engage in FWB relationships, the degree to which they find such relationships fulfilling, and the presence of social stigma or acceptance related to this sexual behavior. While we find some gender differences in motives for and satisfaction with FWB relationships, we also suggest that the association between sexual agency and participation in a friends with benefits relationship is complicated and requires further research and exploration. (PsycInfo Database Record (c) 2020 APA, all rights reserved)",2015,feminist identity development scale (FIDS),feminism,being a feminist is one of a number of things that make up my identity,"['feminist', 'one', 'number', 'thing', 'make', 'identity']","['feminist', 'number', 'thing', 'identity']","['identity', 'feminist', 'number', 'thing']",identity feminist number thing,"[ 0.1676728   1.009655   -1.09994447 ... -0.73596871 -1.37247241
  1.50916386]",[0.21726717 3.2238028  1.98926187 ... 0.33230302 0.51645976 0.23411372],0.0,7,11.058112,33.293262
